codine	Municipio	Superficie	Capitalidad	Año	CA	Autonomía	CP	Provincia	CPJ	Partido_Judicial
29038	Cártama	105,12	Cártama		01	Andalucía	29	Málaga	2903	Málaga
29039	Casabermeja	67,28	Casabermeja		01	Andalucía	29	Málaga	2903	Málaga
29040	Casarabonela	113,72	Casarabonela		01	Andalucía	29	Málaga	2903	Málaga
29041	Casares	162,35	Casares		01	Andalucía	29	Málaga	2907	Estepona
29042	Coín	127,37	Coín		01	Andalucía	29	Málaga	2910	Coín
29043	Colmenar	65,95	Colmenar		01	Andalucía	29	Málaga	2903	Málaga
29044	Comares	25,50	Comares		01	Andalucía	29	Málaga	2902	Vélez-Málaga
29045	Cómpeta	54,23	Cómpeta		01	Andalucía	29	Málaga	2909	Torrox
29046	Cortes de la Frontera	175,87	Cortes de la Frontera		01	Andalucía	29	Málaga	2904	Ronda
29047	Cuevas Bajas	16,53	Cuevas Bajas		01	Andalucía	29	Málaga	2911	Archidona
29048	Cuevas del Becerro	16,00	Cuevas del Becerro		01	Andalucía	29	Málaga	2904	Ronda
29049	Cuevas de San Marcos	36,96	Cuevas de San Marcos		01	Andalucía	29	Málaga	2911	Archidona
29050	Cútar	19,42	Cútar		01	Andalucía	29	Málaga	2902	Vélez-Málaga
29051	Estepona	137,50	Estepona		01	Andalucía	29	Málaga	2907	Estepona
29052	Faraján	20,41	Faraján		01	Andalucía	29	Málaga	2904	Ronda
29053	Frigiliana	40,51	Frigiliana		01	Andalucía	29	Málaga	2909	Torrox
29054	Fuengirola	10,37	Fuengirola		01	Andalucía	29	Málaga	2905	Fuengirola
29055	Fuente de Piedra	90,62	Fuente de Piedra		01	Andalucía	29	Málaga	2901	Antequera
29056	Gaucín	98,24	Gaucín		01	Andalucía	29	Málaga	2904	Ronda
29057	Genalguacil	31,87	Genalguacil		01	Andalucía	29	Málaga	2904	Ronda
29058	Guaro	22,39	Guaro		01	Andalucía	29	Málaga	2910	Coín
29059	Humilladero	34,66	Humilladero		01	Andalucía	29	Málaga	2901	Antequera
29060	Igualeja	43,87	Igualeja		01	Andalucía	29	Málaga	2904	Ronda
29061	Istán	99,33	Istán		01	Andalucía	29	Málaga	2906	Marbella
29062	Iznate	7,47	Iznate		01	Andalucía	29	Málaga	2902	Vélez-Málaga
29063	Jimera de Líbar	27,17	Jimera de Líbar		01	Andalucía	29	Málaga	2904	Ronda
29064	Jubrique	39,32	Jubrique		01	Andalucía	29	Málaga	2904	Ronda
29065	Júzcar	33,66	Júzcar		01	Andalucía	29	Málaga	2904	Ronda
29066	Macharaviaya	7,24	Macharaviaya		01	Andalucía	29	Málaga	2902	Vélez-Málaga
29067	Málaga	395,13	Málaga		01	Andalucía	29	Málaga	2903	Málaga
29068	Manilva	35,58	Manilva		01	Andalucía	29	Málaga	2907	Estepona
29069	Marbella	116,82	Marbella		01	Andalucía	29	Málaga	2906	Marbella
29070	Mijas	148,80	Mijas		01	Andalucía	29	Málaga	2905	Fuengirola
29071	Moclinejo	14,29	Moclinejo		01	Andalucía	29	Málaga	2902	Vélez-Málaga
29072	Mollina	74,56	Mollina		01	Andalucía	29	Málaga	2901	Antequera
29073	Monda	57,66	Monda		01	Andalucía	29	Málaga	2910	Coín
29074	Montejaque	45,46	Montejaque		01	Andalucía	29	Málaga	2904	Ronda
29075	Nerja	85,12	Nerja		01	Andalucía	29	Málaga	2909	Torrox
29076	Ojén	85,92	Ojén		01	Andalucía	29	Málaga	2906	Marbella
29077	Parauta	44,49	Parauta		01	Andalucía	29	Málaga	2904	Ronda
29079	Periana	58,76	Periana		01	Andalucía	29	Málaga	2902	Vélez-Málaga
29080	Pizarra	63,61	Pizarra		01	Andalucía	29	Málaga	2903	Málaga
29081	Pujerra	24,38	Pujerra		01	Andalucía	29	Málaga	2904	Ronda
29082	Rincón de la Victoria	28,48	Rincón de la Victoria		01	Andalucía	29	Málaga	2903	Málaga
29083	Riogordo	39,98	Riogordo		01	Andalucía	29	Málaga	2903	Málaga
29084	Ronda	481,31	Ronda		01	Andalucía	29	Málaga	2904	Ronda
29085	Salares	10,29	Salares		01	Andalucía	29	Málaga	2902	Vélez-Málaga
29086	Sayalonga	18,30	Sayalonga		01	Andalucía	29	Málaga	2909	Torrox
29087	Sedella	31,62	Sedella		01	Andalucía	29	Málaga	2902	Vélez-Málaga
29088	Sierra de Yeguas	85,59	Sierra de Yeguas		01	Andalucía	29	Málaga	2901	Antequera
29089	Teba	142,95	Teba		01	Andalucía	29	Málaga	2901	Antequera
29090	Tolox	94,44	Tolox		01	Andalucía	29	Málaga	2910	Coín
29091	Torrox	50,05	Torrox		01	Andalucía	29	Málaga	2909	Torrox
29092	Totalán	9,21	Totalán		01	Andalucía	29	Málaga	2903	Málaga
29093	Valle de Abdalajís	21,17	Valle de Abdalajís		01	Andalucía	29	Málaga	2901	Antequera
29094	Vélez-Málaga	157,88	Vélez-Málaga		01	Andalucía	29	Málaga	2902	Vélez-Málaga
29095	Villanueva de Algaidas	74,47	Villanueva de Algaidas		01	Andalucía	29	Málaga	2911	Archidona
29096	Villanueva del Rosario	43,96	Villanueva del Rosario		01	Andalucía	29	Málaga	2911	Archidona
29097	Villanueva del Trabuco	59,17	Villanueva del Trabuco		01	Andalucía	29	Málaga	2911	Archidona
29098	Villanueva de Tapia	22,12	Villanueva de Tapia		01	Andalucía	29	Málaga	2911	Archidona
29099	Viñuela	27,22	Viñuela		01	Andalucía	29	Málaga	2902	Vélez-Málaga
29100	Yunquera	55,15	Yunquera		01	Andalucía	29	Málaga	2903	Málaga
29901	Torremolinos	19,90	Torremolinos		01	Andalucía	29	Málaga	2912	Torremolinos
29902	Villanueva de la Concepción	67,37	Villanueva de la Concepción	2010	01	Andalucía	29	Málaga	2901	Antequera
30001	Abanilla	235,62	Abanilla		14	Murcia (Región de)	30	Murcia	3003	Cieza
30002	Abarán	114,94	Abarán		14	Murcia (Región de)	30	Murcia	3003	Cieza
30003	Águilas	251,77	Águilas		14	Murcia (Región de)	30	Murcia	3004	Lorca
30004	Albudeite	17,02	Albudeite		14	Murcia (Región de)	30	Murcia	3005	Mula
30005	Alcantarilla	16,24	Alcantarilla		14	Murcia (Región de)	30	Murcia	3006	Murcia
30006	Aledo	49,74	Aledo		14	Murcia (Región de)	30	Murcia	3009	Totana
30007	Alguazas	23,74	Alguazas		14	Murcia (Región de)	30	Murcia	3008	Molina de Segura
30008	Alhama de Murcia	311,55	Alhama de Murcia		14	Murcia (Región de)	30	Murcia	3009	Totana
30009	Archena	16,40	Archena		14	Murcia (Región de)	30	Murcia	3008	Molina de Segura
30010	Beniel	10,06	Beniel		14	Murcia (Región de)	30	Murcia	3006	Murcia
30011	Blanca	87,32	Blanca		14	Murcia (Región de)	30	Murcia	3003	Cieza
30012	Bullas	82,17	Bullas		14	Murcia (Región de)	30	Murcia	3005	Mula
30013	Calasparra	184,90	Calasparra		14	Murcia (Región de)	30	Murcia	3001	Caravaca de la Cruz
30014	Campos del Río	47,29	Campos del Río		14	Murcia (Región de)	30	Murcia	3005	Mula
30015	Caravaca de la Cruz	859,51	Caravaca de la Cruz		14	Murcia (Región de)	30	Murcia	3001	Caravaca de la Cruz
30016	Cartagena	558,08	Cartagena		14	Murcia (Región de)	30	Murcia	3002	Cartagena
30017	Cehegín	299,29	Cehegín		14	Murcia (Región de)	30	Murcia	3001	Caravaca de la Cruz
30018	Ceutí	10,25	Ceutí		14	Murcia (Región de)	30	Murcia	3008	Molina de Segura
30019	Cieza	367,02	Cieza		14	Murcia (Región de)	30	Murcia	3003	Cieza
30020	Fortuna	149,33	Fortuna		14	Murcia (Región de)	30	Murcia	3003	Cieza
30021	Fuente Álamo de Murcia	273,53	Fuente Álamo de Murcia		14	Murcia (Región de)	30	Murcia	3002	Cartagena
30022	Jumilla	969,00	Jumilla		14	Murcia (Región de)	30	Murcia	3010	Jumilla
30023	Librilla	56,50	Librilla		14	Murcia (Región de)	30	Murcia	3009	Totana
30024	Lorca	1675,21	Lorca		14	Murcia (Región de)	30	Murcia	3004	Lorca
30025	Lorquí	15,75	Lorquí		14	Murcia (Región de)	30	Murcia	3008	Molina de Segura
30026	Mazarrón	318,87	Mazarrón		14	Murcia (Región de)	30	Murcia	3009	Totana
30027	Molina de Segura	169,50	Molina de Segura		14	Murcia (Región de)	30	Murcia	3008	Molina de Segura
30028	Moratalla	954,82	Moratalla		14	Murcia (Región de)	30	Murcia	3001	Caravaca de la Cruz
30029	Mula	634,06	Mula		14	Murcia (Región de)	30	Murcia	3005	Mula
30030	Murcia	885,96	Murcia		14	Murcia (Región de)	30	Murcia	3006	Murcia
30031	Ojós	45,28	Ojós		14	Murcia (Región de)	30	Murcia	3003	Cieza
30032	Pliego	29,43	Pliego		14	Murcia (Región de)	30	Murcia	3005	Mula
30033	Puerto Lumbreras	144,81	Puerto Lumbreras		14	Murcia (Región de)	30	Murcia	3004	Lorca
30034	Ricote	86,67	Ricote		14	Murcia (Región de)	30	Murcia	3003	Cieza
30035	San Javier	75,10	San Javier		14	Murcia (Región de)	30	Murcia	3011	San Javier
30036	San Pedro del Pinatar	22,37	San Pedro del Pinatar		14	Murcia (Región de)	30	Murcia	3011	San Javier
30037	Torre-Pacheco	189,40	Torre-Pacheco		14	Murcia (Región de)	30	Murcia	3011	San Javier
30038	Torres de Cotillas, Las	38,78	Torres de Cotillas, Las		14	Murcia (Región de)	30	Murcia	3008	Molina de Segura
30039	Totana	288,93	Totana		14	Murcia (Región de)	30	Murcia	3009	Totana
30040	Ulea	40,04	Ulea		14	Murcia (Región de)	30	Murcia	3003	Cieza
30041	Unión, La	24,79	Unión, La		14	Murcia (Región de)	30	Murcia	3002	Cartagena
30042	Villanueva del Río Segura	13,18	Villanueva del Río Segura		14	Murcia (Región de)	30	Murcia	3003	Cieza
30043	Yecla	605,64	Yecla		14	Murcia (Región de)	30	Murcia	3007	Yecla
30901	Santomera	44,20	Santomera		14	Murcia (Región de)	30	Murcia	3006	Murcia
30902	Alcázares, Los	19,82	Alcázares, Los		14	Murcia (Región de)	30	Murcia	3011	San Javier
31001	Abáigar	4,86	Abáigar		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31002	Abárzuza/Abartzuza	23,02	Abárzuza/Abartzuza		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31003	Abaurregaina/Abaurrea Alta	21,36	Abaurregaina/Abaurrea Alta		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31004	Abaurrepea/Abaurrea Baja	10,89	Abaurrepea/Abaurrea Baja		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31005	Aberin	21,25	Muniáin de la Solana		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31006	Ablitas	77,48	Ablitas		15	Navarra (Comunidad Foral de)	31	Navarra	3103	Tudela
31007	Adiós	7,72	Adiós		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31008	Aguilar de Codés	18,67	Aguilar de Codés		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31009	Aibar/Oibar	47,79	Aibar/Oibar		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31010	Altsasu/Alsasua	26,72	Altsasu/Alsasua		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31011	Allín/Allin	41,85	Larrión		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31012	Allo	37,03	Allo		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31013	Améscoa Baja	30,20	Zudaire		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31014	Ancín/Antzin	9,48	Ancín/Antzin		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31015	Andosilla	51,62	Andosilla		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31016	Ansoáin/Antsoain	1,93	Ansoáin/Antsoain	1991	15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31017	Anue	61,45	Olague		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31018	Añorbe	24,10	Añorbe		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31019	Aoiz/Agoitz	13,54	Aoiz/Agoitz		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31020	Araitz	38,81	Arribe		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31021	Aranarache/Aranaratxe	3,75	Aranarache/Aranaratxe		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31022	Arantza	31,71	Arantza		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31023	Aranguren	40,60	Mutilva/Mutiloa		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31024	Arano	13,60	Arano		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31025	Arakil	53,78	Egiarreta		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31026	Aras	17,72	Aras		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31027	Arbizu	14,54	Arbizu		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31028	Arce/Artzi	145,34	Nagore		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31029	Arcos, Los	57,67	Arcos, Los		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31030	Arellano	16,89	Arellano		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31031	Areso	12,20	Areso		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31032	Arguedas	66,93	Arguedas		15	Navarra (Comunidad Foral de)	31	Navarra	3103	Tudela
31033	Aria	8,32	Aria		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31034	Aribe	4,04	Aribe		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31035	Armañanzas	12,38	Armañanzas		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31036	Arróniz	55,21	Arróniz		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31037	Arruazu	5,71	Arruazu		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31038	Artajona	67,14	Artajona		15	Navarra (Comunidad Foral de)	31	Navarra	3105	Tafalla
31039	Artazu	6,03	Artazu		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31040	Atez	26,33	Erice		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31041	Ayegui/Aiegi	9,61	Ayegui/Aiegi		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31042	Azagra	33,71	Azagra		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31043	Azuelo	10,50	Azuelo		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31044	Bakaiku	11,77	Bakaiku		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31045	Barásoain	13,94	Barásoain		15	Navarra (Comunidad Foral de)	31	Navarra	3105	Tafalla
31046	Barbarin	8,35	Barbarin		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31047	Bargota	25,32	Bargota		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31048	Barillas	2,90	Barillas		15	Navarra (Comunidad Foral de)	31	Navarra	3103	Tudela
31049	Basaburua	83,08	Jauntsarats		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31050	Baztan	373,55	Elizondo		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31051	Beire	22,25	Beire		15	Navarra (Comunidad Foral de)	31	Navarra	3105	Tafalla
31052	Belascoáin	6,08	Belascoáin		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31053	Berbinzana	12,98	Berbinzana		15	Navarra (Comunidad Foral de)	31	Navarra	3105	Tafalla
31054	Bertizarana	39,56	Narbarte		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31055	Betelu	7,17	Betelu		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31056	Biurrun-Olcoz	15,69	Biurrun		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31057	Buñuel	36,38	Buñuel		15	Navarra (Comunidad Foral de)	31	Navarra	3103	Tudela
31058	Auritz/Burguete	19,19	Auritz/Burguete		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31059	Burgui/Burgi	64,33	Burgui/Burgi		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31060	Burlada/Burlata	2,12	Burlada/Burlata		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31061	Busto, El	7,18	Busto, El		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31062	Cabanillas	35,66	Cabanillas		15	Navarra (Comunidad Foral de)	31	Navarra	3103	Tudela
31063	Cabredo	11,90	Cabredo		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31064	Cadreita	27,20	Cadreita		15	Navarra (Comunidad Foral de)	31	Navarra	3103	Tudela
31065	Caparroso	80,80	Caparroso		15	Navarra (Comunidad Foral de)	31	Navarra	3105	Tafalla
31066	Cárcar	40,45	Cárcar		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31067	Carcastillo	97,00	Carcastillo		15	Navarra (Comunidad Foral de)	31	Navarra	3103	Tudela
31068	Cascante	62,93	Cascante		15	Navarra (Comunidad Foral de)	31	Navarra	3103	Tudela
31069	Cáseda	85,61	Cáseda		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31070	Castejón	18,07	Castejón		15	Navarra (Comunidad Foral de)	31	Navarra	3103	Tudela
31071	Castillonuevo	26,34	Castillonuevo		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31072	Cintruénigo	37,34	Cintruénigo		15	Navarra (Comunidad Foral de)	31	Navarra	3103	Tudela
31073	Ziordia	14,22	Ziordia		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31074	Cirauqui/Zirauki	41,47	Cirauqui/Zirauki		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31075	Ciriza/Ziritza	4,36	Ciriza/Ziritza		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31076	Cizur	52,50	Gazólaz		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31077	Corella	81,35	Corella		15	Navarra (Comunidad Foral de)	31	Navarra	3103	Tudela
31078	Cortes	36,54	Cortes		15	Navarra (Comunidad Foral de)	31	Navarra	3103	Tudela
31079	Desojo	13,84	Desojo		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31080	Dicastillo	33,41	Dicastillo		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31081	Donamaria	23,48	Donamaria		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31082	Etxalar	46,28	Etxalar		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31083	Echarri	2,29	Echarri		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31084	Etxarri-Aranatz	32,94	Etxarri-Aranatz		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31085	Etxauri	14,10	Etxauri		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31086	Egüés	53,28	Sarriguren		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31087	Elgorriaga	3,87	Elgorriaga		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31088	Noáin (Valle de Elorz)/Noain (Elortzibar)	48,15	Noáin/Noain		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31089	Enériz/Eneritz	9,55	Enériz/Eneritz		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31090	Eratsun	25,69	Eratsun		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31091	Ergoiena	42,10	Lizarraga		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31092	Erro	143,62	Lintzoain		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31093	Ezcároz/Ezkaroze	28,79	Ezcároz/Ezkaroze		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31094	Eslava	19,09	Eslava		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31095	Esparza de Salazar/Espartza Zaraitzu	26,46	Esparza de Salazar/Espartza Zaraitzu		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31096	Espronceda	8,76	Espronceda		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31097	Estella-Lizarra	15,45	Estella-Lizarra		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31098	Esteribar	146,77	Zubiri		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31099	Etayo	13,47	Etayo		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31100	Eulate	7,74	Eulate		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31101	Ezcabarte	34,15	Oricáin		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31102	Ezkurra	23,70	Ezkurra		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31103	Ezprogui	46,39	Ayesa		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31104	Falces	114,89	Falces		15	Navarra (Comunidad Foral de)	31	Navarra	3105	Tafalla
31105	Fitero	43,23	Fitero		15	Navarra (Comunidad Foral de)	31	Navarra	3103	Tudela
31106	Fontellas	22,26	Fontellas		15	Navarra (Comunidad Foral de)	31	Navarra	3103	Tudela
31107	Funes	52,97	Funes		15	Navarra (Comunidad Foral de)	31	Navarra	3105	Tafalla
31108	Fustiñana	66,91	Fustiñana		15	Navarra (Comunidad Foral de)	31	Navarra	3103	Tudela
31109	Galar	41,18	Salinas de Pamplona		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31110	Gallipienzo/Galipentzu	56,45	Gallipienzo/Galipentzu		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31111	Gallués/Galoze	43,00	Gallués/Galoze		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31112	Garaioa	21,26	Garaioa		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31113	Garde	43,59	Garde		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31114	Garínoain	10,54	Garínoain		15	Navarra (Comunidad Foral de)	31	Navarra	3105	Tafalla
31115	Garralda	21,51	Garralda		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31116	Genevilla	8,64	Genevilla		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31117	Goizueta	89,97	Goizueta		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31118	Goñi	42,30	Aizpún		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31119	Güesa/Gorza	26,59	Güesa/Gorza		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31120	Guesálaz/Gesalatz	77,03	Muez		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31121	Guirguillano	24,64	Echarren de Guirguillano		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31122	Huarte/Uharte	3,84	Huarte/Uharte		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31123	Uharte-Arakil	38,05	Uharte-Arakil		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31124	Ibargoiti	54,34	Idocin		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31125	Igúzquiza	16,28	Igúzquiza		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31126	Imotz	42,50	Etxaleku		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31127	Irañeta	8,52	Irañeta		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31128	Isaba/Izaba	146,89	Isaba/Izaba		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31129	Ituren	15,51	Ituren		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31130	Iturmendi	9,77	Iturmendi		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31131	Iza/Itza	51,45	Erice		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31132	Izagaondoa	59,31	Ardanaz		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31133	Izalzu/Itzaltzu	7,45	Izalzu/Itzaltzu		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31134	Jaurrieta	30,84	Jaurrieta		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31135	Javier	46,60	Javier		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31136	Juslapeña	31,51	Marcaláin		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31137	Beintza-Labaien	28,13	Beintza-Labaien		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31138	Lakuntza	11,12	Lakuntza		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31139	Lana	41,43	Galbarra		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31140	Lantz	16,88	Lantz		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31141	Lapoblación	20,65	Meano		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31142	Larraga	77,10	Larraga		15	Navarra (Comunidad Foral de)	31	Navarra	3105	Tafalla
31143	Larraona	7,71	Larraona		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31144	Larraun	107,09	Mugiro		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31145	Lazagurría	17,01	Lazagurría		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31146	Leache	14,63	Leache		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31147	Legarda	8,30	Legarda		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31148	Legaria	4,92	Legaria		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31149	Leitza	58,49	Leitza		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31150	Leoz/Leotz	95,50	Leoz/Leotz		15	Navarra (Comunidad Foral de)	31	Navarra	3105	Tafalla
31151	Lerga	21,75	Lerga		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31152	Lerín	98,16	Lerín		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31153	Lesaka	54,70	Lesaka		15	Navarra (Comunidad Foral de)	31	Navarra	3104	Pamplona
31154	Lezáun	19,04	Lezáun		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31155	Liédena	19,28	Liédena		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31156	Lizoáin-Arriasgoiti	65,53	Lizoáin		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31157	Lodosa	45,34	Lodosa		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31158	Lónguida/Longida	99,80	Aos		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31159	Lumbier	57,40	Lumbier		15	Navarra (Comunidad Foral de)	31	Navarra	3102	Aoiz
31160	Luquin	8,10	Luquin		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31161	Mañeru	12,98	Mañeru		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31162	Marañón	5,77	Marañón		15	Navarra (Comunidad Foral de)	31	Navarra	3101	Estella
31163	Marcilla	21,88	Marcilla		15	Navarra (Comunidad Foral de)	31	Navarra	3105	Tafalla
